Word,Sum,Number,Weight
болван,-1,1,-1.0
болевой,-1,1,-1.0
болезненность,-3.0,3.0,-1.0
болезненный,-4.0,4.0,-1.0
болезнетворный,-1,1,-1.0
болезнь,-1.75,2.0,-0.875
болеть,-1.0,4.0,-0.25
болото,-1.0,2.0,-0.5
болтовня,-2.0,2.0,-1.0
боль,-1,1,-1.0
больная,-1,1,-1.0
больной,-1,1,-1.0
большая натяжка,-1,1,-1.0
больше не пойду,-1,1,-1.0
больше не приходить,-1,1,-1.0
больше ни ногой,-1,1,-1.0
большие перспективы,1,1,1.0
большое будущее,1,1,1.0
большое желание,1,1,1.0
большое но,-1,1,-1.0
большой взрыв,0,1,0.0
большой вопрос,-1,1,-1.0
большой выбор,1,1,1.0
большой облом,-1,1,-1.0
болячка,-1,1,-1.0
бомба,-4.33333333333333,4.0,-1.0833333333333326
бомбануть,-1,1,-1.0
бомбардировать,-1,1,-1.0
бомбардировка,-2.125,2.0,-1.0625
бомбардировочный,-1,1,-1.0
бомбежка,-1.666666666666667,2.0,-0.8333333333333335
бомбежный,-1,1,-1.0
бомбить,-2.33333333333333,2.0,-1.166666666666665
бомбометание,-1,1,-1.0
бомж,-1,1,-1.0
бомжатник,-1,1,-1.0
бомжевать,-1,1,-1.0
бомжеский,-1,1,-1.0
бомжиха,-1,1,-1.0
бомжовый,-1,1,-1.0
борзеть,-1,1,-1.0
бормотание,-1,1,-1.0
бормотанье,-1,1,-1.0
бормотать,-1,1,-1.0
босяк,-1,1,-1.0
босячка,-1,1,-1.0
бошка,-1,1,-1.0
боязливость,-2.0,2.0,-1.0
боязливый,-2.0,2.0,-1.0
боязнь,-6.0,6.0,-1.0
бояться,-1,1,-1.0
бравада,-1,1,-1.0
бравировать,-1,1,-1.0
бравость,1,1,1.0
бравый,1,1,1.0
браконьер,-1,1,-1.0
браконьерский,-1,1,-1.0
браконьерство,-1,1,-1.0
браконьерствовать,-1,1,-1.0
бранить,-1,1,-1.0
браниться,-1,1,-1.0
бранный,-1,1,-1.0
брань,-1,1,-1.0
братание,1,1,1.0
братоубийственный,-2.33333333333333,2.0,-1.166666666666665
братоубийство,-1,1,-1.0
братоубийца,-1,1,-1.0
брать под стражу,-1,1,-1.0
бред,-2.0,2.0,-1.0
бредни,-1,1,-1.0
бредовый,-2.0,2.0,-1.0
брезгать,-1,1,-1.0
брезгливость,-1,1,-1.0
брезгливый,-1,1,-1.0
брезговать,-2.33333333333333,2.0,-1.166666666666665
бремя,-2.0,2.0,-1.0
брехать,-1.0,2.0,-0.5
брехло,-1,1,-1.0
брехня,-1,1,-1.0
брехун,-1,1,-1.0
брехунья,-1,1,-1.0
брешь,-1,1,-1.0
бродяга,-2.0,2.0,-1.0
бродяжий,-1,1,-1.0
бродяжка,-1,1,-1.0
бродяжничать,-1,1,-1.0
бродяжнический,-1,1,-1.0
бродяжничество,-1,1,-1.0
бродячий собака,-1,1,-1.0
брожение умов,-1,1,-1.0
бронхитный,-1,1,-1.0
бросаться деньгами,-1,1,-1.0
бросаться под поезд,-1,1,-1.0
броситься под поезд,-1,1,-1.0
бросовая цена,-1,1,-1.0
бросовый,-2.0,2.0,-1.0
брутальность,1,1,1.0
брутальный,1.333333333333333,2.0,0.6666666666666665
брыкаться,-2.0,2.0,-1.0
брюзга,-1,1,-1.0
брюзгливость,-1,1,-1.0
брюзгливый,-1,1,-1.0
брюзжание,-1,1,-1.0
брюзжать,-1,1,-1.0
брякать,-2.0,2.0,-1.0
брякнуть языком,-1,1,-1.0
брякнуть,-2.0,2.0,-1.0
будоражить,-1,1,-1.0
будоражиться,-1,1,-1.0
буза,-1,1,-1.0
бузила,-1,1,-1.0
бузить,-1,1,-1.0
бузотер,-1,1,-1.0
бузотерка,-1,1,-1.0
бузотерский,-1,1,-1.0
буйная горная река,0,1,0.0
буйная горная речка,0,1,0.0
буйная река,0,1,0.0
буйная речка,0,1,0.0
буйность,-1,1,-1.0
буйный,-1.6,2.0,-0.8
буйство,-1,1,-1.0
буйствовать,-1,1,-1.0
букашка,-1,1,-1.0
буксовать,-1,1,-1.0
буллинг,-1,1,-1.0
бульварность,-1,1,-1.0
бульварный,-1.0,3.0,-0.3333333333333333
бульварщина,-1,1,-1.0
бумаготворчество,-1,1,-1.0
бумажная душа,-1,1,-1.0
бумажная душонка,-1,1,-1.0
бумажная карусель,-1,1,-1.0
бумажный червь,-1,1,-1.0
бунт,-2.0,2.0,-1.0
бунтарский,-1,1,-1.0
бунтарство,-1,1,-1.0
бунтарь,-1,1,-1.0
бунтовщик,-1,1,-1.0
бунтовщица,-1,1,-1.0
бунтовщический,-1,1,-1.0
буравить глазами,-1,1,-1.0
буран,-1,1,-1.0
буранный,-1,1,-1.0
бурьян,-1,1,-1.0
буря,-2.0,2.0,-1.0
бутафория,-1,1,-1.0
бутафорский,-1.0,2.0,-0.5
буфер,1.0,3.0,0.3333333333333333
буферный,1.0,2.0,0.5
бухать,-2.66666666666667,2.0,-1.333333333333335
бухло,-1,1,-1.0
бухой,-1,1,-1.0
бушевать,-1,1,-1.0
буян,-1,1,-1.0
буянить,-1,1,-1.0
буянство,-1,1,-1.0
бывало и лучше,-1,1,-1.0
бывать и получше,-1,1,-1.0
быдло,-2.66666666666667,2.0,-1.333333333333335
было бы добавить,-1,1,-1.0
было бы здорово,-1,1,-1.0
быстро заканчиваться,-1,1,-1.0
быстротечность,-1,1,-1.0
быстротечный,-1,1,-1.0
бытовое насекомое,-1,1,-1.0
быть в меньшинстве,-1,1,-1.0
быть в порядке,1,1,1.0
быть задержанным,-1,1,-1.0
быть лишним,-1,1,-1.0
бюджет не позволяет,-1,1,-1.0
бюрократ,-2.0,2.0,-1.0
бюрократическая карусель,-1,1,-1.0
бюрократический,-1.333333333333333,2.0,-0.6666666666666665
бюрократичный,-1,1,-1.0
бюрократия,-3.666666666666667,4.0,-0.9166666666666667
бюрократка,-1,1,-1.0
бюрократский,-1,1,-1.0
бяка,-1,1,-1.0
в воду опущенный,-1,1,-1.0
в глазах кружится,-1,1,-1.0
в голове кружится,-1,1,-1.0
в голове туман,-1,1,-1.0
в здравом рассудке,1,1,1.0
в интересах,0,1,0.0
в общей сложности,0,1,0.0
в печенках сидеть,-1,1,-1.0
в пику,-1,1,-1.0
в пожарном порядке,-1,1,-1.0
в последний путь проводить,-1,1,-1.0
в последний путь провожать,-1,1,-1.0
в поте лица,1,1,1.0
в пределах погрешности,0,1,0.0
в противном случае,0,1,0.0
в пылу,0,1,0.0
в рубашке родиться,1,1,1.0
в самый раз,1,1,1.0
в спешном порядке,-1,1,-1.0
в среднем,0,1,0.0
в стельку пьяный,-1,1,-1.0
в том же духе,1,1,1.0
в точности,0,1,0.0
в упор не видеть,-1,1,-1.0
в упор не замечать,-1,1,-1.0
в честь,0,1,0.0
в чистом виде,0,1,0.0
в ясном рассудке,1,1,1.0
важничать,-1,1,-1.0
важность,1.5,2.0,0.75
важный,1.0,2.0,0.5
вакуум власти,-1,1,-1.0
вакханалия,-1,1,-1.0
валандаться,-1,1,-1.0
валкий,-1,1,-1.0
валкость,-1,1,-1.0
валютная интервенция,0,1,0.0
валять дурака,-1,1,-1.0
валяться,-1,1,-1.0
вампир,-1.0,2.0,-0.5
вампирный,-1,1,-1.0
вампирский,-1,1,-1.0
вандал,-1,1,-1.0
вандализм,-1,1,-1.0
вандалистский,-1,1,-1.0
вандалка,-1,1,-1.0
варвар,-1,1,-1.0
варварский,-2.0,2.0,-1.0
варварство,-1,1,-1.0
вареный,-1.0,2.0,-0.5
ваххабизм,-1,1,-1.0
ваххабист,-1,1,-1.0
ваххабистский,-1,1,-1.0
ваххабит,-1.666666666666667,2.0,-0.8333333333333335
ваххабитка,-1,1,-1.0
ваххабитский,-1,1,-1.0
ваще,-1,1,-1.0
вбить в гугл,0,1,0.0
вбить в поиск,0,1,0.0
вбить в яндекс,0,1,0.0
вдохновение,1,1,1.0
вдохновенность,1,1,1.0
вдохновенный,1,1,1.0
вдохновенье,1,1,1.0
вдохновитель,1,1,1.0
вдохновительница,1,1,1.0
вдохновить,1,1,1.0
вдохновиться,1,1,1.0
вдохновлять,3.16666666666667,3.0,1.0555555555555567
вдохновляться,1,1,1.0
вдохнуть жизнь,1,1,1.0
вдохнуть новую жизнь,1,1,1.0
вдумчивость,1,1,1.0
вдумчивый,1.0,2.0,0.5
веб-пиратство,-1,1,-1.0
ведун,-1,1,-1.0
ведунья,-1,1,-1.0
ведьма,-2.0,2.0,-1.0
ведьмак,-1,1,-1.0
вежливость,2.22222222222222,2.0,1.11111111111111
вежливый,2.0,2.0,1.0
везение,1,1,1.0
везенье,1,1,1.0
везти,1.0,2.0,0.5
везунок,1,1,1.0
везунчик,1,1,1.0
везуха,1,1,1.0
везучий,2.33333333333333,2.0,1.166666666666665
велеречивость,-1,1,-1.0
велеречивый,-1,1,-1.0
Великая отечественная война,0,1,0.0
Великие Луки,0,1,0.0
Великий Новгород,0,1,0.0
великий пост,0,1,0.0
великий риск,-1,1,-1.0
Великий Устюг,0,1,0.0
великий,0.0,3.0,0.0
великодержавие,-1,1,-1.0
великодержавный,-0.666666666666667,2.0,-0.3333333333333335
великолепие,3.0,2.0,1.5
великолепность,1,1,1.0
великолепный,2.0,2.0,1.0
величавость,1,1,1.0
величавый,1,1,1.0
величественность,1,1,1.0
величественный,3.66666666666667,3.0,1.2222222222222234
величие,1,1,1.0
величина,1.0,4.0,0.25
вендетта,-1,1,-1.0
венерический,-2.0,2.0,-1.0
вензаболевание,-1,1,-1.0
вера в себя,1,1,1.0
вера,2.0,3.0,0.6666666666666666
верить в себя,1,1,1.0
верить,1,1,1.0
верноподданический,-1,1,-1.0
верноподданичество,-1,1,-1.0
верноподданный,1.0,2.0,0.5
верность,7.33333333333333,8.0,0.9166666666666663
вернуться в свою колею,1,1,1.0
верный,5.4,7.0,0.7714285714285715
верование,1,1,1.0
веровать,1,1,1.0
вероломность,1,1,1.0
вероломный,-0.6666666666666701,2.0,-0.33333333333333504
вероломство,1,1,1.0
вероотступник,-1,1,-1.0
вероотступница,-1,1,-1.0
вероотступнический,-1,1,-1.0
вероотступничество,-1,1,-1.0
вертопрах,-1,1,-1.0
Верховная Рада,0,1,0.0
веселенький,1,1,1.0
веселить,2.0,2.0,1.0
веселиться,2.6,3.0,0.8666666666666667
веселость,1,1,1.0
веселуха,1,1,1.0
веселый,4.333333333333333,5.0,0.8666666666666666
веселье,8.0,8.0,1.0
весельчак,1,1,1.0
веский,1,1,1.0
вескость,1,1,1.0
весомость,1,1,1.0
весомый,1,1,1.0
вести интригу,-1,1,-1.0
весьма средний,-1,1,-1.0
ветер в голове,-1,1,-1.0
ветер с порывами,-1,1,-1.0
ветеран войны,0,1,0.0
ветирование,-1,1,-1.0
ветировать,-1,1,-1.0
вето,-1,1,-1.0
ветреник,-1,1,-1.0
ветреность,-1,1,-1.0
ветреный,-2.0,2.0,-1.0
ветхий,-1.75,2.0,-0.875
ветхозаветность,-1,1,-1.0
ветхозаветный,-1.0,2.0,-0.5
ветхость,-1,1,-1.0
веха,1.0,2.0,0.5
вешать голову,-1,1,-1.0
вешать нос,-1,1,-1.0
взаимовыручка,1,1,1.0
взаимоподдержка,1,1,1.0
взаимопомощь,1,1,1.0
взаимопонимание,2.0,2.0,1.0
взаимосотрудничество,1,1,1.0
взбадривание,1,1,1.0
взбадривать,1,1,1.0
взбадриваться,1,1,1.0
взбодрить,2.0,2.0,1.0
взбодриться,2.0,2.0,1.0
взбрыкивание,-1.0,2.0,-0.5
взбрыкивать,-1.0,2.0,-0.5
взбрыкнуть,-1.0,2.0,-0.5
взбудоражить,-1,1,-1.0
взбудоражиться,-1,1,-1.0
взбунтоваться,-1,1,-1.0
взбучка,-1,1,-1.0
взвинтить тарифы,-1,1,-1.0
взвинтить цену,-1,1,-1.0
взвинтить,-1,1,-1.0
взвинчивание цен,-1,1,-1.0
взвинчивание,-1,1,-1.0
взвинчивать тарифы,-1,1,-1.0
взвинчивать цены,-1,1,-1.0
взвинчивать,-1,1,-1.0
взволнованность,0,1,0.0
взволнованный,2.0,3.0,0.6666666666666666
взволновать,-1.0,2.0,-0.5
взволноваться,-1.0,2.0,-0.5
взгрустнуть,-1,1,-1.0
вздернулись цены,-1,1,-1.0
вздернуть цены,-1,1,-1.0
вздор,-1,1,-1.0
вздорить,-1,1,-1.0
вздорность,-1,1,-1.0
вздорный,-1,1,-1.0
вздорожание,-1,1,-1.0
вздорожать,-1,1,-1.0
вздувание цен,-1,1,-1.0
вздувать цены,-1,1,-1.0
