220606;000000;308;308;285;288;816872
220607;000000;284.8;289.2;266;280.2;756666
220608;000000;283.4;296.8;283.4;290;404245
220609;000000;285.4;288.8;275.8;279;310678
220610;000000;279.2;284.4;270.2;280;256510
220614;000000;275.2;278.8;257.4;269;349683
220615;000000;275;305;271.2;300.8;1714325
220616;000000;307.4;322.8;301.2;313.6;1300808
220617;000000;317;322.2;303;308;635276
220620;000000;309.2;315.8;302.2;310;365772
220621;000000;311;313.2;292;300;348583
220622;000000;296.4;297.8;287.4;292.8;232857
220623;000000;293;314.4;290.4;310.6;855826
220624;000000;311.4;311.8;297.8;302.8;353533
220627;000000;302.8;318.4;301;316.2;681779
220628;000000;315.8;339;315;338.4;1126839
220629;000000;339;339.4;317;324;513440
220630;000000;324;330;292;302.4;729316
220701;000000;300;308.6;292;303;333415
220704;000000;303;325;301.6;315.6;651009
220705;000000;319;321.2;308;314.8;330256
220706;000000;313.8;335.2;310.6;321;1385622
220707;000000;325;332.8;321.8;332.8;534402
220708;000000;336;341.6;323.2;328.8;458232
220711;000000;329.4;332.8;321;323;239379
220712;000000;322.8;322.8;304.2;319.8;450565
220713;000000;320.8;323.8;301;307.8;463040
220714;000000;306;312.2;297;300.8;302685
220715;000000;302.8;311.6;301;307.6;327898
220718;000000;312.4;327;306;322.2;505676
220719;000000;325;325.8;311.4;319.6;227355
220720;000000;321;326;315;315.8;430806
220721;000000;317;319;306.2;311.4;271197
220722;000000;312.8;321.2;312;318.2;203123
220725;000000;320.2;360.2;315.6;360.2;2027423
220726;000000;362.2;410;361;410;3708982
220727;000000;416;424;390;400;2141299
220728;000000;402.8;420;392.4;414.4;1925238
220729;000000;415;419.2;399;409;1173296
220801;000000;408;413;385;391;747955
220802;000000;387;390.4;365.2;365.6;734954
220803;000000;365.6;402.4;365.2;402.4;1304230
220804;000000;409.6;431.4;407;413.8;2055487
220805;000000;415.6;421.2;383.2;387.6;1288792
220808;000000;408.4;419.6;401.4;411.8;767922
220809;000000;415.8;448;402;444;2024996
220810;000000;450;482;443;461;3092018
220811;000000;455;455;405.2;407;3546439
220812;000000;404.4;425;391.2;418;1943199
220815;000000;414.2;423.8;404.4;411;738090
220816;000000;413.8;415.6;407;413.8;485142
220817;000000;425;433;416.4;419.6;975696
220818;000000;422;422;411.4;416.2;262373
220819;000000;412.8;414.8;404;414.4;355476
220822;000000;415;430.2;410.2;421.8;772951
220823;000000;426.8;447.8;419.2;447.8;1434112
220824;000000;447.8;449.6;425.2;429;866758
220825;000000;430.8;440;430;433.2;363343
220826;000000;435.2;437.6;430.4;436.8;183252
220829;000000;436;439.8;426.2;433;409401
220830;000000;433;438;425.4;429.2;572692
220831;000000;431;441;412.2;428;592451
220901;000000;429;429.8;420.2;422;291534
220902;000000;422.8;424;415;419.6;434209
220905;000000;421.6;437.4;417.6;431.6;703776
220906;000000;433.6;436;400.6;418;1013767
220907;000000;421.8;433.8;417.6;422;675657
220908;000000;421;429.8;418.2;423;403754
220909;000000;424;439.8;424;437;697536
220912;000000;437.4;473.8;430.2;468;2095870
220913;000000;469.8;474.2;455.8;461.8;1019751
220914;000000;460.8;467.6;451;464.8;672927
220915;000000;466.6;487.8;466;484.6;1315484
220916;000000;487;514.6;481;510;2599274
220919;000000;512;550.2;507;550.2;3683963
220920;000000;550;559.6;460.2;493;12843791
220921;000000;441;484.4;416;447.6;4870145
220922;000000;448.2;477.8;448.2;469.6;3117183
220923;000000;470.2;472.8;406.8;419.8;3559151
220926;000000;414;414;330.2;330.2;6703741
220927;000000;335.2;382.2;318.4;375.4;7379992
220928;000000;375;389.4;345;362;5119347
220929;000000;366.4;373.8;346.2;356;3062418
220930;000000;357.2;370;329;363.2;2943042
221003;000000;370;394.4;366;392.2;2919446
